code,exchange,type,country,currency,isin,name
XAIX,XETRA,ETF,Germany,EUR,IE00BGV5VN51,Xtrackers Artificial Intelligence &Big Data UCITS ETF 1C EUR
XCMC,XETRA,ETF,Germany,EUR,LU2278080713,Xtrackers Bloomberg Commodity Swap UCITS ETF 1C - USD
XCBE,XETRA,ETF,Germany,EUR,,Xtrackers Bloomberg Commodity Swap UCITS ETF 2C - EUR Hedged
DXSM,XETRA,ETF,Germany,EUR,LU0292106167,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 1C EUR Hedged
XDBC,XETRA,ETF,Germany,EUR,LU0292106167,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 1C EUR Hedged
XSVT,XETRA,ETF,Germany,EUR,LU0460391732,Xtrackers Bloomberg Commodity ex-Agriculture & Livestock Swap UCITS ETF 2C USD EUR
XCHA,XETRA,ETF,Germany,EUR,LU0779800910,Xtrackers CSI300 Swap UCITS ETF 1C
XDDX,XETRA,ETF,Germany,EUR,LU0838782315,Xtrackers DAX ESG Screened UCITS ETF 1D
DBXD,XETRA,ETF,Germany,EUR,LU0274211480,Xtrackers DAX UCITS ETF 1C
XDDA,XETRA,ETF,Germany,EUR,LU1349386927,Xtrackers DAX UCITS ETF 1D EUR
XDJX,XETRA,ETF,Germany,EUR,,Xtrackers DJE Europe Equity Research UCITS ETF 1C EUR
XDJU,XETRA,ETF,Germany,EUR,,Xtrackers DJE US Equity Research UCITS ETF - 1C
XDRE,XETRA,ETF,Germany,EUR,,Xtrackers Developed Green Real Estate ESG UCITS ETF 1C
XEQ2,XETRA,ETF,Germany,EUR,,Xtrackers Diversified Portfolio 20% Equity UCITS ETF 1C
XEQ4,XETRA,ETF,Germany,EUR,,Xtrackers Diversified Portfolio 40% Equity UCITS ETF 1C
XEQ6,XETRA,ETF,Germany,EUR,,Xtrackers Diversified Portfolio 60% Equity UCITS ETF 1C
XEQ8,XETRA,ETF,Germany,EUR,,Xtrackers Diversified Portfolio 80% Equity UCITS ETF 1C
XNZE,XETRA,ETF,Germany,EUR,IE000Y6L6LE6,Xtrackers EMU Net Zero Pathway Paris Aligned UCITS ETF
XZHE,XETRA,ETF,Germany,EUR,IE0006GNB732,Xtrackers ESG EUR High Yield Corporate Bond UCITS ETF
XYLD,XETRA,ETF,Germany,EUR,IE00BF8J5974,Xtrackers ESG USD Corporate Bond Short Duration ETF UCITS ETF 1D
XYLE,XETRA,ETF,Germany,EUR,IE00BFMKQ930,Xtrackers ESG USD Corporate Bond Short Duration UCITS ETF 2C - EUR Hedged
XZBU,XETRA,ETF,Germany,EUR,IE00BL58LJ19,Xtrackers ESG USD Corporate Bond UCITS ETF 1C
XZBE,XETRA,ETF,Germany,EUR,IE00BL58LL31,Xtrackers ESG USD Corporate Bond UCITS ETF 2C - EUR hedged
XQUD,XETRA,ETF,Germany,EUR,IE0004KLW911,Xtrackers ESG USD Emerging Markets Bond Quality Weighted UCITS ETF 1C EUR
XZHY,XETRA,ETF,Germany,EUR,IE0006YM7D84,Xtrackers ESG USD High Yield Corporate Bond UCITS ETF
XGBE,XETRA,ETF,Germany,EUR,IE000MCVFK47,Xtrackers EUR Corporate Green Bond UCITS ETF 1C
XESC,XETRA,ETF,Germany,EUR,LU0380865021,Xtrackers EURO STOXX 50 UCITS ETF 1C
WIRE,XETRA,ETF,Germany,EUR,IE000O7Q2E56,Xtrackers Electrification Technologies & Smart Grid UCITS ETF 1C
XEMN,XETRA,ETF,Germany,EUR,IE000TZT8TI0,Xtrackers Emerging Markets Net Zero Pathway Paris Aligned UCITS ETF 1C USD Acc EUR
XESX,XETRA,ETF,Germany,EUR,,Xtrackers Euro Stoxx 50 UCITS ETF 1D
XBEE,XETRA,ETF,Germany,EUR,,Xtrackers Europe Biodiversity Focus SRI UCITS ETF 1C
XDEF,XETRA,ETF,Germany,EUR,LU3061478973,Xtrackers Europe Defence Technologies UCITS ETF
XEEE,XETRA,ETF,Germany,EUR,,Xtrackers Europe Equity Enhanced Active UCITS ETF
XEPA,XETRA,ETF,Germany,EUR,IE0001JH5CB4,Xtrackers Europe Net Zero Pathway Paris Aligned UCITS ETF EUR Acc
XUKX,XETRA,ETF,Germany,EUR,,Xtrackers FTSE 100 Income UCITS ETF 1D
XUKS,XETRA,ETF,Germany,EUR,,Xtrackers FTSE 100 Short Daily Swap UCITS ETF 1C
XDUK,XETRA,ETF,Germany,EUR,LU0838780707,Xtrackers FTSE 100 UCITS ETF 1C
XMCX,XETRA,ETF,Germany,EUR,,Xtrackers FTSE 250 UCITS ETF 1D
ALLW,XETRA,ETF,Germany,EUR,IE000L6ZMMC4,Xtrackers FTSE All-World UCITS ETF 1C
AWEX,XETRA,ETF,Germany,EUR,,Xtrackers FTSE All-World ex US UCITS ETF 1C
D5BK,XETRA,ETF,Germany,EUR,LU0489337690,Xtrackers FTSE Developed Europe Real Estate UCITS ETF 1C
DBXI,XETRA,ETF,Germany,EUR,LU0274212538,Xtrackers FTSE MIB UCITS ETF 1D
DXS7,XETRA,ETF,Germany,EUR,,Xtrackers FTSE Vietnam Swap UCITS ETF 1C
XFLN,XETRA,ETF,Germany,EUR,,Xtrackers Floating Rate Notes Active UCITS ETF 1C
XMOV,XETRA,ETF,Germany,EUR,IE00BGV5VR99,Xtrackers Future Mobility UCITS ETF 1C EUR
XTAX,XETRA,ETF,Germany,EUR,,Xtrackers Global Equity Top Active UCITS ETF
XGLA,XETRA,ETF,Germany,EUR,IE000M8F3JA6,Xtrackers Global Growth Leaders Active UCITS ETF
XIFE,XETRA,ETF,Germany,EUR,,Xtrackers Global Infrastructure ESG UCITS ETF 1C
RQFI,XETRA,ETF,Germany,EUR,LU0875160326,Xtrackers Harvest CSI300 UCITS ETF 1D
AH50,XETRA,ETF,Germany,EUR,LU1310477036,Xtrackers Harvest FTSE China A-H 50 UCITS ETF 1D EUR
XCTE,XETRA,ETF,Germany,EUR,LU2376679564,Xtrackers Harvest MSCI China Tech 100 UCITS ETF
XEOD,XETRA,ETF,Germany,EUR,LU0335044896,Xtrackers II - EUR Cash Swap UCITS ETF
D5BG,XETRA,ETF,Germany,EUR,LU0478205379,Xtrackers II - EUR Corporate Bond UCITS ETF
DBXP,XETRA,ETF,Germany,EUR,LU0290356871,Xtrackers II - Eurozone Government Bond 1-3 UCITS ETF
DBXF,XETRA,ETF,Germany,EUR,LU0290357507,Xtrackers II - Eurozone Government Bond 15-30 UCITS ETF
DBXR,XETRA,ETF,Germany,EUR,LU0290357176,Xtrackers II - Eurozone Government Bond 5-7 UCITS ETF
DXSV,XETRA,ETF,Germany,EUR,LU0321463258,Xtrackers II - Eurozone Government Bond Short Daily Swap UCITS ETF
DXS1,XETRA,ETF,Germany,EUR,LU0321464652,Xtrackers II - GBP Cash Swap UCITS ETF
D5BB,XETRA,ETF,Germany,EUR,LU0468896575,Xtrackers II - Germany Government Bond UCITS ETF
XBAE,XETRA,ETF,Germany,EUR,LU0942970798,Xtrackers II - Global Aggregate Bond Swap UCITS ETF
DBZB,XETRA,ETF,Germany,EUR,LU0378818131,Xtrackers II - Global Government Bond UCITS ETF
DXSZ,XETRA,ETF,Germany,EUR,LU0321465469,Xtrackers II - USD Overnight Rate Swap UCITS ETF
DXST,XETRA,ETF,Germany,EUR,LU0321462870,Xtrackers II - iTraxx Crossover Short Daily Swap UCITS ETF
XAU2,XETRA,ETF,Germany,EUR,,Xtrackers II Australia Government Bond UCITS ETF 2C EUR Hedged
XZE5,XETRA,ETF,Germany,EUR,LU2178481649,Xtrackers II ESG EUR Corporate Bond Short Duration UCITS ETF 1 EUR Acc
XB4D,XETRA,ETF,Germany,EUR,LU0484968903,Xtrackers II ESG EUR Corporate Bond UCITS ETF 1C
XZEB,XETRA,ETF,Germany,EUR,LU2468423459,Xtrackers II ESG Eurozone Government Bond UCITS ETF
XGVC,XETRA,ETF,Germany,EUR,LU2462217071,Xtrackers II ESG Global Government Bond UCITS ETF 1C EUR Accumulation
XZWG,XETRA,ETF,Germany,EUR,LU2385068163,Xtrackers II ESG Global Government Bond UCITS ETF 1D EUR Income
XZEG,XETRA,ETF,Germany,EUR,LU2385068593,Xtrackers II ESG Global Government Bond UCITS ETF 4D EUR Income Hedged EUR
XEC1,XETRA,ETF,Germany,EUR,LU0478205965,Xtrackers II EUR Corporate Bond UCITS ETF (DR) 1D
XBLC,XETRA,ETF,Germany,EUR,LU0478205379,Xtrackers II EUR Corporate Bond UCITS ETF 1C
XHY1,XETRA,ETF,Germany,EUR,LU1109939865,Xtrackers II EUR High Yield Corporate Bond 1-3 Swap UCITS ETF 1D
XHYG,XETRA,ETF,Germany,EUR,LU1109942653,Xtrackers II EUR High Yield Corporate Bond UCITS ETF 1D
XEON,XETRA,ETF,Germany,EUR,LU0290358497,Xtrackers II EUR Overnight Rate Swap UCITS ETF 1C
XE01,XETRA,ETF,Germany,EUR,LU2641054122,Xtrackers II Eurozone Government Bond 0-1 UCITS ETF
XEZ1,XETRA,ETF,Germany,EUR,,Xtrackers II Eurozone Government Bond 1-3 ESG Tilted UCITS ETF 1C
X03B,XETRA,ETF,Germany,EUR,LU0614173549,Xtrackers II Eurozone Government Bond 1-3 UCITS ETF 1D
XZ10,XETRA,ETF,Germany,EUR,,Xtrackers II Eurozone Government Bond 10+ ESG Tilted UCITS ETF 1C
DBXG,XETRA,ETF,Germany,EUR,LU0290357846,Xtrackers II Eurozone Government Bond 25+ UCITS ETF 1C
XEZ3,XETRA,ETF,Germany,EUR,,Xtrackers II Eurozone Government Bond 3-5 ESG Tilted UCITS ETF 1C
DBXQ,XETRA,ETF,Germany,EUR,LU0290356954,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1C
X03C,XETRA,ETF,Germany,EUR,LU0614173895,Xtrackers II Eurozone Government Bond 3-5 UCITS ETF 1D
XEZ5,XETRA,ETF,Germany,EUR,,Xtrackers II Eurozone Government Bond 5-7 ESG Tilted UCITS ETF 1C
X57E,XETRA,ETF,Germany,EUR,LU0290357176,Xtrackers II Eurozone Government Bond 5-7 UCITS ETF 1C
XEZ7,XETRA,ETF,Germany,EUR,,Xtrackers II Eurozone Government Bond 7-10 ESG Tilted UCITS ETF 1C
X710,XETRA,ETF,Germany,EUR,LU0290357259,Xtrackers II Eurozone Government Bond 7-10 UCITS ETF 1C
XEZB,XETRA,ETF,Germany,EUR,LU2504537445,Xtrackers II Eurozone Government Bond ESG Tilted UCITS ETF 1D
DBXN,XETRA,ETF,Germany,EUR,LU0290355717,Xtrackers II Eurozone Government Bond UCITS ETF 1C EUR
XGLU,XETRA,ETF,Germany,EUR,LU2009147591,Xtrackers II Eurozone Government Bond UCITS ETF 2C USD Hedged
XGEZ,XETRA,ETF,Germany,EUR,LU2504532487,Xtrackers II Eurozone Government Green Bond UCITS ETF 1D EUR
DBXK,XETRA,ETF,Germany,EUR,LU0290358224,Xtrackers II Eurozone Inflation-Linked Bond UCITS ETF 1C
XEIN,XETRA,ETF,Germany,EUR,,Xtrackers II Eurozone Inflation-Linked Bond UCITS ETF 1C
XG01,XETRA,ETF,Germany,EUR,LU2641054551,Xtrackers II Germany Government Bond 0-1 UCITS ETF
D5BC,XETRA,ETF,Germany,EUR,LU0468897110,Xtrackers II Germany Government Bond 1-3 UCITS ETF
XB13,XETRA,ETF,Germany,EUR,,Xtrackers II Germany Government Bond 1-3 UCITS ETF 1D
X03G,XETRA,ETF,Germany,EUR,LU0643975161,Xtrackers II Germany Government Bond UCITS ETF 1C
XBTR,XETRA,ETF,Germany,EUR,,Xtrackers II Germany Government Bond UCITS ETF 1D
XGVD,XETRA,ETF,Germany,EUR,LU0690964092,Xtrackers II Global Government Bond UCITS ETF 1D - EUR Hedged
XGB4,XETRA,ETF,Germany,EUR,,Xtrackers II Global Government Bond UCITS ETF 4D
XG7S,XETRA,ETF,Germany,EUR,LU0908508731,Xtrackers II Global Government Bond UCITS ETF 5C
DBXH,XETRA,ETF,Germany,EUR,LU0290357929,Xtrackers II Global Inflation-Linked Bond UCITS ETF
XGIN,XETRA,ETF,Germany,EUR,,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1C - EUR Hedged
XGII,XETRA,ETF,Germany,EUR,LU0962078753,Xtrackers II Global Inflation-Linked Bond UCITS ETF 1D - EUR Hedged
XGIU,XETRA,ETF,Germany,EUR,LU0908508814,Xtrackers II Global Inflation-Linked Bond UCITS ETF 5C
XBO2,XETRA,ETF,Germany,EUR,LU0613540268,Xtrackers II Italy Government Bond 0-1 Swap UCITS ETF 1C
XEML,XETRA,ETF,Germany,EUR,LU2158769930,Xtrackers II J.P. Morgan EM Local Government Bond UCITS ETF 1D USD EUR
XJSE,XETRA,ETF,Germany,EUR,LU0952581584,Xtrackers II Japan Government Bond UCITS ETF 1C
XJ2C,XETRA,ETF,Germany,EUR,,Xtrackers II Japan Government Bond UCITS ETF 2C EUR Hedged
XRTM,XETRA,ETF,Germany,EUR,LU1109941689,Xtrackers II Rolling Target Maturity Sept 2027 EUR High Yield UCITS ETF 1C
XASB,XETRA,ETF,Germany,EUR,,Xtrackers II Salam USD Global Aggregate Sukuk UCITS ETF 1D
XTIP,XETRA,ETF,Germany,EUR,LU2504532131,Xtrackers II TIPS US Inflation-Linked Bond UCITS ETF 1C EUR
XM27,XETRA,ETF,Germany,EUR,,Xtrackers II Target Maturity Sept 2027 EUR Corporate Bond UCITS ETF
XB27,XETRA,ETF,Germany,EUR,LU2673523218,Xtrackers II Target Maturity Sept 2027 EUR Corporate Bond UCITS ETF 1D
XB28,XETRA,ETF,Germany,EUR,,Xtrackers II Target Maturity Sept 2028 EUR Corporate Bond UCITS ETF
XM29,XETRA,ETF,Germany,EUR,,Xtrackers II Target Maturity Sept 2029 EUR Corporate Bond UCITS ETF
XB29,XETRA,ETF,Germany,EUR,LU2673523309,Xtrackers II Target Maturity Sept 2029 EUR Corporate Bond UCITS ETF 1D
XB30,XETRA,ETF,Germany,EUR,,Xtrackers II Target Maturity Sept 2030 EUR Corporate Bond UCITS ETF
XB31,XETRA,ETF,Germany,EUR,,Xtrackers II Target Maturity Sept 2031 EUR Corporate Bond UCITS ETF
XM31,XETRA,ETF,Germany,EUR,,Xtrackers II Target Maturity Sept 2031 EUR Corporate Bond UCITS ETF
XB32,XETRA,ETF,Germany,EUR,,Xtrackers II Target Maturity Sept 2032 EUR Corporate Bond UCITS ETF
XM33,XETRA,ETF,Germany,EUR,,Xtrackers II Target Maturity Sept 2033 EUR Corporate Bond UCITS ETF
XB33,XETRA,ETF,Germany,EUR,LU2673523564,Xtrackers II Target Maturity Sept 2033 EUR Corporate Bond UCITS ETF 1D
XB34,XETRA,ETF,Germany,EUR,,Xtrackers II Target Maturity Sept 2034 EUR Corporate Bond UCITS ETF
XB35,XETRA,ETF,Germany,EUR,,Xtrackers II Target Maturity Sept 2035 EUR Corporate Bond UCITS ETF 1D
XB36,XETRA,ETF,Germany,EUR,,Xtrackers II Target Maturity Sept 2036 EUR Corporate Bond UCITS ETF 1D
XUTL,XETRA,ETF,Germany,EUR,,Xtrackers II US Treasuries 10+ UCITS ETF
XUT7,XETRA,ETF,Germany,EUR,,Xtrackers II US Treasuries 3-7 UCITS ETF
XU10,XETRA,ETF,Germany,EUR,,Xtrackers II US Treasuries 7-10 UCITS ETF
XUTD,XETRA,ETF,Germany,EUR,LU0429459356,Xtrackers II US Treasuries UCITS ETF 1D
DXSU,XETRA,ETF,Germany,EUR,LU0321462953,Xtrackers II USD Emerging Markets Bond UCITS ETF 1C - EUR Hedged
XEMB,XETRA,ETF,Germany,EUR,,Xtrackers II USD Emerging Markets Bond UCITS ETF 1C - EUR Hedged
XUEE,XETRA,ETF,Germany,EUR,LU2361257269,Xtrackers II USD Emerging Markets Bond UCITS ETF 1D - EUR Hedged
XUEB,XETRA,ETF,Germany,EUR,LU1920015440,Xtrackers II USD Emerging Markets Bond UCITS ETF 2C - USD
XFFE,XETRA,ETF,Germany,EUR,,Xtrackers II USD Overnight Rate Swap UCITS ETF 1C
XYP1,XETRA,ETF,Germany,EUR,LU0925589839,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1C
XY2D,XETRA,ETF,Germany,EUR,LU2552296563,Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF 2D
XY4P,XETRA,ETF,Germany,EUR,LU0524480265,Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF 1C
XTC5,XETRA,ETF,Germany,EUR,,Xtrackers II iTraxx Crossover Short Daily Swap UCITS ETF 1C
XIGB,XETRA,ETF,Germany,EUR,IE000QVYFUT7,Xtrackers India Government Bond UCITS ETF 1C USD Acc
XNJP,XETRA,ETF,Germany,EUR,IE00074JLU02,Xtrackers Japan Net Zero Pathway Paris Aligned UCITS ETF 1C EUR Acc EUR
DBPE,XETRA,ETF,Germany,EUR,LU0411075376,Xtrackers LevDAX Daily Swap UCITS ETF 1C
XAXJ,XETRA,ETF,Germany,EUR,,Xtrackers MSCI AC Asia ex Japan ESG Swap UCITS ETF 1C
XMAW,XETRA,ETF,Germany,EUR,IE00BGHQ0G80,Xtrackers MSCI AC World ESG Screened UCITS ETF 1C EUR
XMAE,XETRA,ETF,Germany,EUR,IE000VXC51U5,Xtrackers MSCI AC World ESG Screened UCITS ETF 2C - EUR Hedged
XMKA,XETRA,ETF,Germany,EUR,LU0592217524,Xtrackers MSCI Africa Top 50 Swap UCITS ETF 1C
XMBR,XETRA,ETF,Germany,EUR,LU0292109344,Xtrackers MSCI Brazil UCITS ETF 1C
D5BH,XETRA,ETF,Germany,EUR,LU0476289540,Xtrackers MSCI Canada ESG Screened UCITS ETF 1C
XCS6,XETRA,ETF,Germany,EUR,LU0514695690,Xtrackers MSCI China UCITS ETF 1C
XCS7,XETRA,ETF,Germany,EUR,LU2456436083,Xtrackers MSCI China UCITS ETF 1D EUR
XMA1,XETRA,ETF,Germany,EUR,LU2296661775,Xtrackers MSCI EM Asia ESG Screened Swap UCITS ETF 1D USD
XMAS,XETRA,ETF,Germany,EUR,,Xtrackers MSCI EM Asia Screened Swap UCITS ETF
DBX2,XETRA,ETF,Germany,EUR,LU0292107991,Xtrackers MSCI EM Asia Swap UCITS ETF 1C
XMEA,XETRA,ETF,Germany,EUR,LU0292109005,"Xtrackers MSCI EM Europe, Middle East & Africa ESG Swap UCITS ETF 1C"
XCEU,XETRA,ETF,Germany,EUR,IE000W6L2AI3,Xtrackers MSCI EMU Climate Transition UCITS ETF 1C EUR
XZEZ,XETRA,ETF,Germany,EUR,IE00BNC1G699,Xtrackers MSCI EMU ESG UCITS ETF 1C
XZDZ,XETRA,ETF,Germany,EUR,,Xtrackers MSCI EMU High Dividend Yield ESG UCITS ETF
XEMU,XETRA,ETF,Germany,EUR,,Xtrackers MSCI EMU UCITS ETF
XD5E,XETRA,ETF,Germany,EUR,LU0846194776,Xtrackers MSCI EMU UCITS ETF 1D
XEMC,XETRA,ETF,Germany,EUR,IE000DNSAS54,Xtrackers MSCI Emerging Markets Climate Transition UCITS ETF
XZEM,XETRA,ETF,Germany,EUR,IE00BG370F43,Xtrackers MSCI Emerging Markets ESG UCITS ETF 1C
XMEM,XETRA,ETF,Germany,EUR,LU0292107645,Xtrackers MSCI Emerging Markets Swap UCITS ETF 1C
XMCM,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Emerging Markets Swap UCITS ETF 1D
XMME,XETRA,ETF,Germany,EUR,IE00BTJRMP35,Xtrackers MSCI Emerging Markets UCITS ETF 1C
XEMD,XETRA,ETF,Germany,EUR,IE000GWA2J58,Xtrackers MSCI Emerging Markets UCITS ETF 1D
XDEX,XETRA,ETF,Germany,EUR,IE00BM67HJ62,Xtrackers MSCI Emerging Markets ex China UCITS ETF 1C
XECT,XETRA,ETF,Germany,EUR,IE000N9MLVT1,Xtrackers MSCI Europe Climate Transition UCITS ETF 1C EUR
XZEC,XETRA,ETF,Germany,EUR,IE00BNKF6C99,Xtrackers MSCI Europe Consumer Discretionary ESG Screened UCITS ETF
XZEP,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Europe ESG UCITS ETF
XS7R,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Europe Financials ESG Screened UCITS ETF 1C
XZDE,XETRA,ETF,Germany,EUR,IE000WQ16XQ4,Xtrackers MSCI Europe High Dividend Yield ESG UCITS ETF 1D
XS8R,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Europe Information Technology ESG Screened UCITS ETF 1C
XZSE,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Europe Small Cap ESG UCITS ETF 1C
DX2J,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Europe Small Cap UCITS ETF
XXSC,XETRA,ETF,Germany,EUR,LU0322253906,Xtrackers MSCI Europe Small Cap UCITS ETF 1C
DBXA,XETRA,ETF,Germany,EUR,LU0274209237,Xtrackers MSCI Europe UCITS ETF 1C
XMEU,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Europe UCITS ETF 1C
XS6R,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Europe Utilities ESG Screened UCITS ETF 1C
XFNT,XETRA,ETF,Germany,EUR,IE000YDOORK7,Xtrackers MSCI Fintech Innovation UCITS ETF 1C USD Acc
XGLF,XETRA,ETF,Germany,EUR,IE00BQXKVQ19,Xtrackers MSCI GCC Select Swap UCITS ETF 1C EUR
XGEN,XETRA,ETF,Germany,EUR,IE000KD0BZ68,Xtrackers MSCI Genomic Healthcare Innovation UCITS ETF 1C USD Acc
XG11,XETRA,ETF,Germany,EUR,IE000V0GDVU7,Xtrackers MSCI Global SDG 11 Sustainable Cities UCITS ETF 1C EUR
XG12,XETRA,ETF,Germany,EUR,IE000Y6ZXZ48,Xtrackers MSCI Global SDG 12 Circular Economy UCITS ETF 1C EUR
XDG3,XETRA,ETF,Germany,EUR,IE00036F4K40,Xtrackers MSCI Global SDG 3 Good Health UCITS ETF 1C USD EUR
XDG6,XETRA,ETF,Germany,EUR,IE0007WJ6B10,Xtrackers MSCI Global SDG 6 Clean Water & Sanitation UCITS ETF 1C USD EUR
XDG7,XETRA,ETF,Germany,EUR,IE000JZYIUN0,Xtrackers MSCI Global SDG 7 Affordable and Clean Energy UCITS ETF 1C USD EUR
SDG9,XETRA,ETF,Germany,EUR,IE0005E47AH7,"Xtrackers MSCI Global SDG 9 Industry, Innovation & Infrastructure UCITS ETF"
XDGI,XETRA,ETF,Germany,EUR,IE000PSF3A70,Xtrackers MSCI Global SDGs UCITS ETF 1C USD EUR
XDGS,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Global Social Fairness Contributors UCITS ETF
XCS5,XETRA,ETF,Germany,EUR,LU0514695187,Xtrackers MSCI India Swap UCITS ETF 1C
XNNV,XETRA,ETF,Germany,EUR,IE0006FFX5U1,Xtrackers MSCI Innovation UCITS ETF 1C USD Acc
XCJD,XETRA,ETF,Germany,EUR,IE0006FDYJF8,Xtrackers MSCI Japan Climate Transition UCITS ETF 1D USD EUR
XDNY,XETRA,ETF,Germany,EUR,IE00BPVLQD13,Xtrackers MSCI Japan ESG Screened UCITS ETF 1D
XM1D,XETRA,ETF,Germany,EUR,LU2581375230,Xtrackers MSCI Japan UCITS ETF 1D EUR
XMK9,XETRA,ETF,Germany,EUR,LU0659580079,Xtrackers MSCI Japan UCITS ETF 4C EUR Hedged
XCS3,XETRA,ETF,Germany,EUR,LU0514694370,Xtrackers MSCI Malaysia UCITS ETF 1C
D5BI,XETRA,ETF,Germany,EUR,LU0476289466,Xtrackers MSCI Mexico UCITS ETF 1C
XNGI,XETRA,ETF,Germany,EUR,IE000XOQ9TK4,Xtrackers MSCI Next Generation Internet Innovation UCITS ETF 1C USD Acc
XMN1,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Nordic UCITS ETF
XDND,XETRA,ETF,Germany,EUR,IE00BH361H73,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C
DXPJ,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Pacific ex Japan Screened UCITS ETF
DXS6,XETRA,ETF,Germany,EUR,LU0322252338,Xtrackers MSCI Pacific ex Japan UCITS ETF 1C
XBAK,XETRA,ETF,Germany,EUR,LU0659579147,Xtrackers MSCI Pakistan Swap UCITS ETF 1C
XPQP,XETRA,ETF,Germany,EUR,LU0592215403,Xtrackers MSCI Philippines UCITS ETF 1C
XBAS,XETRA,ETF,Germany,EUR,LU0659578842,Xtrackers MSCI Singapore UCITS ETF 1C
XTMT,XETRA,ETF,Germany,EUR,,Xtrackers MSCI Taiwan UCITS ETF
XCS4,XETRA,ETF,Germany,EUR,LU0514694701,Xtrackers MSCI Thailand UCITS ETF 1C
XCUD,XETRA,ETF,Germany,EUR,IE000GYDNJS5,Xtrackers MSCI USA Climate Transition UCITS ETF 1D USD EUR
XUCM,XETRA,ETF,Germany,EUR,IE00BNC1G707,Xtrackers MSCI USA Communication Services UCITS ETF 1D
XUCD,XETRA,ETF,Germany,EUR,IE00BGQYRR35,Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D
XRSM,XETRA,ETF,Germany,EUR,IE00BJZ2DC62,Xtrackers MSCI USA ESG Screened UCITS ETF 1C
XRME,XETRA,ETF,Germany,EUR,IE000TSML5I8,Xtrackers MSCI USA ESG Screened UCITS ETF 2C EUR Hedged
XZMU,XETRA,ETF,Germany,EUR,IE00BFMNPS42,Xtrackers MSCI USA ESG UCITS ETF 1C EUR
XZMD,XETRA,ETF,Germany,EUR,IE000UMV0L21,Xtrackers MSCI USA ESG UCITS ETF 1D EUR
XZME,XETRA,ETF,Germany,EUR,IE0000MMQ5M5,Xtrackers MSCI USA ESG UCITS ETF 2C EUR Hedged
XUHC,XETRA,ETF,Germany,EUR,IE00BCHWNW54,Xtrackers MSCI USA Health Care UCITS ETF 1D EUR
XZDU,XETRA,ETF,Germany,EUR,IE000V04SL39,Xtrackers MSCI USA High Dividend Yield ESG UCITS ETF 1D USD Income EUR
XUIN,XETRA,ETF,Germany,EUR,IE00BCHWNV48,Xtrackers MSCI USA Industrials UCITS ETF 1D
XUTC,XETRA,ETF,Germany,EUR,IE00BGQYRS42,Xtrackers MSCI USA Information Technology UCITS ETF 1D EUR
XUCA,XETRA,ETF,Germany,EUR,,Xtrackers MSCI USA Positioning Screened UCITS ETF 1D USD
XIUS,XETRA,ETF,Germany,EUR,,Xtrackers MSCI USA Swap II UCITS ETF 1C
USOA,XETRA,ETF,Germany,EUR,,Xtrackers MSCI USA Swap II UCITS ETF 1D
XMUS,XETRA,ETF,Germany,EUR,,Xtrackers MSCI USA Swap UCITS ETF 1C
DBXU,XETRA,ETF,Germany,EUR,LU0274210672,Xtrackers MSCI USA Swap UCITS ETF 1C EUR
XUSW,XETRA,ETF,Germany,EUR,LU2581375073,Xtrackers MSCI USA Swap UCITS ETF 1D
XD9U,XETRA,ETF,Germany,EUR,IE00BJ0KDR00,Xtrackers MSCI USA UCITS ETF 1C
XD9D,XETRA,ETF,Germany,EUR,IE00BK1PV445,Xtrackers MSCI USA UCITS ETF 1D
XD9E,XETRA,ETF,Germany,EUR,IE00BG04M077,Xtrackers MSCI USA UCITS ETF 2C - EUR Hedged
XCTW,XETRA,ETF,Germany,EUR,IE000P4AYI47,Xtrackers MSCI World Climate Transition UCITS ETF 1C USD EUR
XDWC,XETRA,ETF,Germany,EUR,IE00BM67HP23,Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C
XDWS,XETRA,ETF,Germany,EUR,IE00BM67HN09,Xtrackers MSCI World Consumer Staples UCITS ETF 1C
XDWY,XETRA,ETF,Germany,EUR,IE00BCHWNQ94,Xtrackers MSCI World ESG Screened UCITS ETF 1D
